pixel_x,pixel_y,lon,lat,role,label
7518.180836321628,4454.836156238332,-60.46857315053735,46.998231268930915,control,VN01
9626.521581561028,16489.413486488455,-60.395164418048964,46.71365075571582,control,VN04
11193.054566854435,17662.378401571426,-60.34187446031336,46.68403049725693,control,VN06
5789.001841147885,15314.351187156813,-60.522351007800175,46.74291113967271,control,VN05
10829.808929893501,9101.94175826262,-60.351280265709235,46.8867457412278,control,VN08
8970.0,2758.0,-60.41458318933296,47.036948118430104,control,VN12
2958.045074460912,15425.465850741044,-60.61647362386259,46.7355832268653,control,VN13
7095.0,14023.5,-60.480951780234356,46.764249761082056,control,VN15
11031.0,19975.0,-60.35009258026133,46.62765541169051,control,VN14
4143.2,14905.4,-60.576408336556845,46.74262254231036,control,VN18
